Reporting Date	Sale Month	Store	Artist	Title	ISRC	UPC	Quantity	Team Percentage	Song/Album	Customer Paid	Customer Currency	Country of Sale	Songwriter Royalties Withheld	Earnings (USD)
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		94	100	Song	0	GBP	GB	0	0.252302420480
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		1	100	Song	0	GBP	GB	0	0.006117348793
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		188	100	Song	0	GBP	GB	0	0.209839832299
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		296	100	Song	0	GBP	GB	0	1.217838222155
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		3	100	Song	0	GBP	GB	0	0.000000000000
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		254	100	Song	0	GBP	GB	0	1.825586849405
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		2	100	Song	0	GBP	GB	0	0.011399100388
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		7	100	Song	0	GBP	GB	0	0.038373991656
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		15	100	Song	0	GBP	GB	0	0.042713915091
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		3	100	Song	0	USD	EC	0	0.004933940849
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		10	100	Song	0	USD	DO	0	0.001568981190
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		1620	100	Song	0	USD	US	0	9.073111225475
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		3	100	Song	0	USD	PA	0	0.012097854963
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		2	100	Song	0	USD	NI	0	0.006638920408
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		5	100	Song	0	USD	HN	0	0.000116998597
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		5	100	Song	0	USD	PA	0	0.001543981490
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		3	100	Song	0	USD	GT	0	0.003741955139
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		171	100	Song	0	USD	US	0	0.330061043007
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		11	100	Song	0	USD	CR	0	0.001631980435
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		9	100	Song	0	USD	SV	0	0.012646848381
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		1	100	Song	0	USD	US	0	0.006011927925
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		1733	100	Song	0	USD	US	0	5.443751736664
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		6	100	Song	0	USD	BO	0	0.007791906585
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		1	100	Song	0	USD	KW	0	0.001925976910
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		3	100	Song	0	USD	HN	0	0.004291948545
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		24	100	Song	0	USD	US	0	0.040999508470
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		9	100	Song	0	USD	GT	0	0.000803990361
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		2	100	Song	0	USD	NI	0	0.000093998873
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		1	100	Song	0	USD	PY	0	0.000014999820
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		4	100	Song	0	USD	NI	0	0.006000928057
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		2	100	Song	0	USD	SV	0	0.006421923010
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		65	100	Song	0	USD	US	0	0.243282083372
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		960	100	Song	0	USD	US	0	2.105518757633
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		2367	100	Song	0	USD	US	0	4.149030258651
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		1	100	Song	0	USD	CR	0	0.002268972798
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		1	100	Song	0	USD	BO	0	0.000038999532
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		1	100	Song	0	USD	CR	0	0.001204985554
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		6	100	Song	0	USD	DO	0	0.011910857205
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		4	100	Song	0	USD	CR	0	0.014996820208
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		17	100	Song	0	USD	CR	0	0.031468622733
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		41	100	Song	0	USD	US	0	0.000000000000
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		1	100	Song	0	USD	EC	0	0.001410983084
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		24	100	Song	0	USD	SV	0	0.001986976179
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		12	100	Song	0	USD	US	0	0.075397096089
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		1	100	Song	0	USD	EC	0	0.003342959922
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		1	100	Song	0	USD	BO	0	0.003012963879
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		3	100	Song	0	USD	EC	0	0.000638992339
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		4	100	Song	0	USD	GT	0	0.011425863019
2019-04-24	2019-02	Spotify	ARTIST	SONG	ISRC		4	100	Song	0	USD	SV	0	0.008233901286
